0.0000,0.0000,-6.0800
2.9000,-22.0500,0.9000
6.9000,4.7500,3.0500
6.2000,6.7500,2.5000
3.5500,7.0000,-0.9500
-9.0000,0.8000,-10.7500
3.6500,-8.0000,0.9000
-10.3000,-0.9500,-8.4500
6.6000,-9.0500,7.2000
-6.5000,2.7500,-2.0500
-21.4000,1.3000,-24.7500
-18.6000,-24.4000,-18.9500
10.4000,-18.4500,9.9000
7.4000,12.4500,4.8500
-14.2000,-2.0500,-7.3000
5.9000,-7.7500,6.3500
-9.2500,3.8000,-6.7000
26.4500,-1.1000,20.8500
16.2500,26.2000,10.9000
-4.6000,14.5000,-8.2000
11.6500,-10.6000,14.0500
-3.5000,13.9500,-3.4000
4.6000,-15.9000,17.1000
-17.0000,24.4500,-24.3500
2.9500,-29.0000,7.6000
18.2000,5.4500,20.3500
-9.3500,16.4500,-5.4500
3.8000,-5.9500,4.3000
-10.4000,5.5500,-11.6500
-14.5000,-17.0000,-9.1500
-14.1500,-11.0000,-12.3000
-11.3500,-11.7500,-11.9000
-14.0000,-13.2500,-12.6500
-18.0000,-10.1000,-20.5500
-36.8500,-9.9000,-47.5000
14.6000,-42.0000,9.1000
-1.4500,17.9000,-10.2500
20.8000,-12.9500,23.5000
3.3500,28.0500,-1.2000
-2.3500,-5.4000,1.8500
1.0000,6.3500,-3.5000
13.5500,1.0500,9.0000
11.8000,17.0000,3.8000
-30.1000,11.0000,-37.3000
6.2000,-29.4500,-1.6500
-22.5000,-4.5500,-19.6000
6.9000,-18.3500,5.6500
18.0000,9.1000,14.5500
-17.7000,18.2500,-21.4000
-1.9000,-24.4500,1.1500
-4.2500,-5.4500,2.3500
17.0000,6.5500,12.8000
-0.8500,8.3500,3.6000
5.4000,5.5500,3.4500
-5.6500,4.3500,-6.5500
13.9000,10.1000,-2.7500
-5.3500,2.2000,-10.3000
-15.8500,-9.2000,-16.9500
15.2500,-10.8500,9.1500
7.3500,25.1500,-8.6500
-11.7000,-4.0000,-16.3500
-10.8000,-15.3000,-11.8500
-24.0000,-18.5500,-17.3000
-6.9500,-14.4500,-9.8000
5.5000,-1.2000,-3.1000
2.8500,-7.2000,6.9500
-8.1500,-1.8000,0.6000
-15.6500,2.5000,-17.5500
-21.1500,-37.3000,-1.4000
-9.6500,-13.9000,2.8500
-16.3000,-15.0500,1.6000
5.4500,23.7500,-16.7000
0.4000,-21.8000,5.5000
-10.1000,11.0000,-15.6000
-4.9500,-10.0000,-10.5500
-1.5000,-8.2000,-3.8500
-16.1000,-2.0500,-17.9000
-7.6000,-27.7500,2.2500
24.9000,0.1000,27.0500
7.0500,30.1500,3.9500
-4.1000,1.0500,-1.2000
-6.4500,0.3000,-7.9500
-33.4500,-7.4500,-33.9500
36.1000,-21.7500,23.9000
26.9000,32.1000,18.7000
21.1000,29.7500,10.0500
-16.4500,-0.2000,-6.2000
31.9500,-10.9500,36.7000
12.5500,40.9000,8.3500
19.0000,7.3500,20.0000
-24.8000,22.3500,-27.1500
-19.7000,-35.8500,-11.0000
5.2000,-5.8500,0.0500
14.5500,3.0500,11.5500
9.5000,16.3500,4.7000
-8.6500,12.6000,-16.5500
-5.7000,-20.0500,-2.2000
31.5000,-3.9000,33.2000
-13.9000,31.0000,-11.7000
-54.3500,-24.2500,-41.8000
-13.1500,-51.8000,-3.1500
-11.7500,-5.1500,-9.7500
35.3000,1.5500,24.0000
-0.8500,27.1000,-3.9500
11.9500,-7.3000,15.3000
1.3000,13.0000,3.6000
-16.8500,-10.2000,-3.0500
-16.8500,-5.4000,-14.5000
-3.8000,-14.6000,-3.7000
34.3000,17.5000,13.1000
26.7500,15.2500,24.6000
-1.8000,29.2000,-6.4000
22.0500,-3.4000,19.0500
-4.7500,18.9500,-4.6500
22.8000,-7.7500,25.9000
-34.1000,24.6500,-32.8500
-13.1500,-44.4000,-1.6000
21.7500,4.4000,15.7500
-4.6000,-2.9500,14.1000
-3.6500,13.3500,-2.9000
11.4000,11.2000,-2.7000
26.4500,1.2500,22.5000
30.7000,47.7500,5.4500
-22.3000,2.5500,-19.4000
-14.9000,-23.1500,-11.1500
8.6000,-16.4000,13.8500
13.0000,9.9000,16.9500
-3.4500,27.3500,-13.8500
1.7000,-14.2500,2.1000
-20.2500,8.8000,-26.9500
20.9000,-30.1000,24.0500
-10.0500,30.3000,-16.3000
-14.7500,-21.3500,-9.7000
-11.9500,-14.8500,-6.8000
-40.0500,-8.8000,-38.0500
-1.1000,-46.3500,7.2000
-23.8500,-1.8500,-14.8000
7.7500,-11.8500,4.8000
-21.5000,-5.3500,-11.3500
-1.8500,-9.7000,-3.5000
-13.8500,-0.3500,-17.0000
29.9500,-5.8500,18.8000
-18.3000,16.3000,-15.8000
12.4000,-26.6000,23.2000
22.8500,43.6000,2.4500
12.6000,-3.6000,18.6500
-4.1000,11.0000,3.5500
2.1500,7.6000,-1.9000
-31.7000,-11.2000,-22.4000
-22.0000,-33.8000,-10.6000
-29.9000,-7.0500,-33.4500
14.3000,-39.2500,20.1000
-2.1500,16.2500,1.7000
7.5500,-6.9500,16.2000
-26.8000,18.0000,-28.6000
14.3000,-29.0000,14.7000
-22.2000,19.0500,-26.5500
35.5500,-14.0500,23.0500
7.0500,16.5000,13.6000
-10.2500,17.7000,-14.3500
14.7500,-12.9500,13.3500
-9.2500,19.7500,-15.6500
-14.3000,-12.6500,-17.3000
-26.5000,-19.3500,-24.4500
-15.3500,-19.2000,-20.6000
14.6000,-20.8000,14.8000
15.9500,20.0500,10.7000
-7.5500,19.9500,-16.8000
-17.1500,-22.4500,-11.5000
17.5000,-12.5500,18.5500
-3.3000,19.0000,-3.7500
-8.0000,-4.9500,-6.8000
30.2500,2.4500,21.0000
9.4000,21.5000,8.9000
-7.9500,4.0000,-3.0500
-5.8000,1.6500,-10.5000
-19.2500,-14.6500,-15.1000
26.7500,-11.1000,22.7500
36.4000,68.1000,-8.9500
5.1500,0.3000,-4.1000
9.2500,-1.6000,6.7500
-23.3500,-25.7000,9.1000
12.4000,9.7500,11.7500
7.5000,16.2500,3.0000
33.8500,14.3500,22.5000
-23.0500,15.4500,-16.0000
20.0000,-8.8500,12.8500
12.6500,15.0000,10.5000
-4.4000,22.6500,-16.5500
10.8000,-14.4500,8.7000
-5.7500,13.8500,-10.9000
14.0500,-4.7000,7.8500
14.0500,8.9000,13.0000
-3.4500,9.9000,-0.3500
-12.7500,-3.1500,-9.9500
6.3500,-8.9500,5.3500
-1.0000,3.4000,0.9500
-11.1500,6.5000,-16.7000
-24.1000,-25.1000,-15.7000
6.0000,-8.8000,-0.9000
20.5000,-3.4000,23.0000
-7.6500,29.1000,-13.7500
6.9000,-17.0000,10.1500
-11.4500,11.8500,-13.1500
-39.1000,-12.4000,-39.8500
15.0500,-32.1500,7.3500
20.6500,15.1000,12.9000
-7.6000,4.9000,0.4000
-0.0500,4.5000,-4.1500
0.2500,-4.5000,0.6000
-14.9000,4.9500,-19.2500
-22.0500,-21.9000,-19.4000
-14.3000,-22.8000,-10.9000
11.0500,1.7500,-1.6000
23.3500,8.1500,13.6000
21.4000,17.5000,17.5000
-4.6000,27.3500,-14.4500
-17.4500,-13.8500,-18.0500
-25.4000,-36.2500,-7.2000
-18.0000,1.5500,-26.7500
4.8500,-27.1500,5.2500
8.9000,5.0000,9.1500
-33.3500,5.8000,-30.0000
5.3500,-23.6000,-1.0500
-13.6000,-0.5000,-14.1500
0.4500,-8.0000,-5.7000
-5.7000,-8.5000,-2.9000
-1.9500,-9.8500,5.0000
31.7000,18.3500,18.3500
-9.8000,12.3500,-3.8000
10.6000,-1.2500,8.0500
-4.8500,3.1000,0.1000
-7.6500,-7.2000,-0.3500
2.8000,3.9500,-1.5000
-11.7500,-6.4500,-6.8000
9.5000,-4.2500,6.9500
7.3500,11.6000,2.7000
-2.3000,-1.6500,2.0500
0.8500,5.6000,-2.7000
1.2000,-1.5500,0.0500
-7.0000,3.1000,-10.0500
-11.7000,-13.2000,-8.5500
2.5000,-15.7500,9.7000
-0.3500,16.6000,-7.2500
0.6500,-4.1000,-2.5000
7.8000,-1.9000,7.2000
-3.0000,4.8500,-0.6500
-1.2500,-2.8000,0.9000
3.9500,-0.4000,5.2500
-4.2000,5.3500,-4.3000
-4.5500,-5.9000,-2.9500
-12.3500,-7.6000,-7.7000
-9.9500,-15.5000,-2.1500
-8.5500,2.9000,-13.6000
-12.2500,-19.2000,-6.6500
-2.0500,-3.4000,-5.3000
2.5500,-7.1500,4.4000
-15.5000,6.3500,-17.4500
0.3500,-19.4500,2.3500
-5.0000,-5.0500,2.4000
6.2500,6.7000,1.9500
3.2500,-5.7000,10.9000
6.2500,10.2500,6.9000
-4.4500,15.7000,-13.2500
-4.6000,-17.2500,-0.6000
9.1500,5.3000,3.2500
-4.0500,1.7000,-2.5000
9.0500,-0.7000,7.2500
0.1500,7.9000,-0.5000
3.8500,-2.9000,6.2500
3.3000,5.0000,4.5500
-12.8500,16.8500,-25.1500
7.6000,-36.8500,19.3000
9.5500,20.1000,8.7500
12.9000,10.5500,11.1000
4.4500,16.5500,-1.0000
10.1500,-4.4000,13.5500
-7.3500,17.7000,-11.5000
1.8500,-18.4500,8.8000
-6.7000,7.7000,-5.6000
-2.4500,-7.5500,-0.5000
11.7500,2.7500,8.5000
-8.7500,11.9000,-12.1500
19.0000,-12.8500,19.7000
-1.2500,19.8500,-1.4000
-17.1000,-4.8000,-13.7000
-8.4000,-19.4000,-2.7000
2.6500,-0.7500,0.7000
8.7000,3.0000,6.4000
-1.7500,9.5500,-4.9000
-2.4500,-3.3000,-4.0500
23.9500,7.0500,12.8500
-0.7500,10.3500,1.7500
-1.9500,3.6000,-3.8000
-1.2000,-1.1500,-3.8500
3.7000,-4.4500,4.3000
-5.1500,2.6500,-3.5000
-4.6000,-9.0000,0.9000
9.8000,1.0500,9.6500
-14.5000,3.2500,-8.1000
-4.0500,-12.4000,0.2500
-3.5000,0.7000,-3.9500
0.2500,-1.8000,-1.9000
-1.7000,2.8500,-6.4500
-3.1500,-4.4000,-5.2000
11.5000,-0.8000,7.1000
-5.4000,4.3500,-2.6500
-4.6500,-10.6500,3.3500
6.0000,5.7500,3.6000
-5.6500,1.4500,-3.5000
-9.5000,-4.3500,-8.6500
15.0000,4.7000,1.6500
8.4000,4.7500,5.3000
12.8500,7.1000,11.0500
4.3500,7.5000,7.9000
-6.1000,5.1000,-3.3000
4.2500,-7.3500,8.3000
40.5000,12.7500,36.0500
-2.6500,34.7000,-1.3000
6.2500,-1.2000,6.1500
-7.0000,7.0000,-7.8500
1.6500,-11.4500,5.2500
5.3000,4.7500,5.8000
11.3000,5.8500,11.2500
13.1000,14.4000,9.9500
0.2000,11.3500,-1.2000
1.0000,-1.2500,1.0500
-6.5500,-5.4000,-0.1000
-14.1000,2.2500,-16.4500
-12.2000,-17.7000,-10.9500
4.2000,-8.3000,1.5500
3.0500,2.2500,2.3500
-8.7500,3.2000,-9.6000
-0.6000,-12.9500,2.7500
-10.2500,6.3500,-13.8500
-4.2500,-12.5500,-5.5500
14.2500,-4.5500,13.2500
-7.9500,13.1000,-7.8000
-3.1000,-8.6500,-2.2500
23.6500,9.6000,11.8000
4.8500,14.1500,2.5000
-5.8000,4.7500,-8.0500
0.0000,-11.3500,3.3000
6.5500,5.5000,4.3500
0.4000,3.8500,0.9000
40.5500,15.5500,25.9000
31.4000,31.8000,25.5000
-15.6000,24.3500,-14.4500
-23.0500,-24.0500,-13.4500
17.4000,-11.8000,15.7500
-13.8500,14.7000,-12.8000
3.2000,-11.6000,2.0000
4.1500,-1.5000,7.6500
-14.9000,10.9500,-18.2000
12.1000,-8.9500,2.8500
-2.7500,4.9500,-4.8500
12.5000,-4.5000,12.1500
7.0500,15.6000,3.6000
3.4500,7.6000,-0.5500
-38.3500,-5.1500,-33.7500
-4.3500,-31.0500,-7.0500
0.6000,-14.8000,8.3500
4.2500,10.3500,2.2500
-3.3500,0.1000,-1.2000
5.0500,-1.2500,5.1000
-11.5500,27.2500,-33.7000
-6.8000,-29.6500,-10.8500
6.5500,-9.3500,5.0500
-10.9500,-0.8500,-5.0500
12.2500,-10.2500,17.4500
-6.0500,19.2000,-7.8000
0.6500,-4.1000,-3.0500
-5.9500,-3.4000,-5.6000
11.0000,-1.2500,6.6500
-8.6000,4.4000,-6.3500
2.2000,-6.7500,2.6000
1.1500,-7.2500,11.0000
3.8000,16.4500,-1.6500
-2.9000,-7.8500,3.3000
0.0000,1.2000,2.1000
-5.7500,2.5000,-6.1500
-4.9000,-13.7000,2.6500
-8.2000,0.8000,-6.3500
-1.5500,-9.1500,1.2500
0.3000,2.6500,-1.1000
-5.5500,-1.6500,-5.0000
-10.1500,-1.7000,-13.4500
-0.7500,-11.6500,-2.5500
-7.3000,2.3500,-12.2000
4.6000,-8.0000,0.4000
-4.4500,3.3500,-7.4000
6.1000,-7.7500,6.4500
0.2000,8.4500,-1.8000
12.3000,1.2000,9.3000
13.6500,9.7000,13.2500
0.2500,15.8500,-2.3500
10.2000,-0.6500,8.5000
19.4500,10.8500,17.1000
5.9500,20.7500,2.3000
10.7500,6.1500,6.9000
-7.1000,6.9000,-7.1000
-6.4000,-6.8000,-6.7000
-8.0500,-4.7000,-10.0500
12.7000,-7.1000,9.7500
-2.2500,9.9500,-2.4500
8.0000,-1.6500,7.2000
-5.7000,4.9000,-3.4000
-1.9000,-3.2000,-2.1000
7.0500,0.8500,4.1000
-3.3000,4.3000,-3.5000
-14.6000,-7.3500,-10.7500
-2.7000,-10.6500,-2.8000
7.2000,-3.2500,7.6500
-10.4000,9.3000,-12.0500
30.5500,-1.5000,20.0000
-4.9500,20.4000,-5.3500
4.4000,-0.0500,-0.9000
5.8000,4.0500,0.8500
10.8000,1.8000,9.8500
1.1500,9.0000,2.0000
-6.1000,5.4500,-9.5500
-3.7500,-9.5500,-3.7500
-1.9000,-3.6000,-2.0500
0.1000,2.7500,-4.7000
-12.7000,-4.1000,-13.3000
10.5000,-11.5000,8.7000
-2.0500,10.1500,-3.5000
11.2000,-6.8500,14.5500
28.2000,16.9500,25.8000
10.3000,30.5000,5.6000
23.3500,43.2000,-14.2500
-0.6500,-13.4500,-1.4500
2.4000,1.9500,-1.0000
-10.3500,1.0000,-12.3500
-1.8500,-11.1000,-3.1000
-14.0500,-1.9000,-15.2500
-15.7000,-18.2500,-12.7000
16.6500,-8.4000,12.3500
-13.8500,12.2500,-13.7500
14.6000,-5.8500,6.7000
-12.5000,9.4500,-15.2500
-8.4000,-19.2000,-4.4500
-2.8000,-1.1000,-6.1500
-2.6000,-11.1000,2.3500
-10.2000,0.9500,-8.8000
6.0500,-7.8500,5.1000
8.8000,5.0500,8.8500
-0.5500,9.0500,-0.7500
-22.2000,2.1500,-25.1000
-10.5000,-27.1000,-8.5000
2.6000,-7.8000,1.9000
3.6500,3.6000,1.9500
24.8000,8.1500,18.6000
-18.7000,11.2000,-11.3000
5.7500,-14.2000,8.6500
-9.7000,10.4000,-11.4500
-30.3000,-15.8000,-25.9500
7.1000,-20.6500,1.8000
-16.5000,6.9000,-21.6000
-2.5500,-14.3000,-9.8500
4.5500,-12.7500,7.4500
14.5000,14.1000,7.8500
7.3000,12.0000,3.1500
2.1000,-2.0500,7.3000
13.1500,11.5000,8.9500
-6.2000,13.0000,-10.2500
4.4000,-3.9000,-1.9500
-5.5000,-6.9500,-0.5000
18.4500,-0.5000,18.4500
-18.7000,20.5000,-20.7500
-10.2000,-29.5000,-1.4500
-10.5500,1.2000,-13.2000
-1.2500,-9.0000,-5.4500
-13.4500,-2.9000,-16.0000
1.9000,-16.4000,2.3000
-3.9000,11.0500,-12.6500
-25.4000,-18.1000,-19.9500
-12.4000,-19.6000,-12.7500
11.7500,-2.0000,1.0000
12.9500,0.8000,13.1500
-17.3000,19.2000,-23.3500
-9.2500,-26.4500,-6.1500
12.3500,-5.2000,11.4000
8.9000,9.4500,10.8500
-13.1000,14.5500,-16.8000
5.1000,-12.4500,0.7500
-9.3500,4.9000,-13.5000
4.7500,-17.2500,8.5000
14.5500,3.9500,19.1000
11.6000,22.7000,8.0000
-29.6500,13.6500,-35.3000
8.0500,-29.9500,2.7000
6.9500,5.4000,4.2500
14.1500,4.7000,13.7000
15.2000,15.9000,13.0000
-29.1500,7.6000,-23.7500
-1.5000,-23.7500,-1.5000
-6.5000,1.5000,-9.5000
14.4500,-8.6500,13.6000
-2.3000,12.2500,-0.9500
20.4500,2.2000,17.3000
7.6000,20.7000,4.2000
1.4000,6.0500,-0.4500
-11.3500,0.6000,-12.4000
2.5500,-10.3000,0.4500
1.7000,0.2000,1.9500
-9.7000,1.5500,-9.3000
-5.2000,-11.1000,-3.4000
20.8500,1.3000,16.1500
21.9500,13.4500,24.6500
-6.1000,25.6000,-7.0500
-3.6000,-33.0500,22.4000
-4.9500,23.7500,-6.3000
-9.4000,-6.0000,-9.7000
-34.0500,-15.2500,-28.5000
2.7000,-23.2500,-2.5500
41.5000,9.0000,29.9500
13.6500,30.4500,13.1500
2.3500,11.2000,4.3000
-9.7500,4.7000,-10.1500
-25.0000,-4.4000,-30.7500
-18.2000,-33.1500,-15.8000
-7.5500,-13.7500,-9.6000
19.7500,-9.6000,19.7500
-8.5500,14.8500,-3.6500
-9.2500,-2.8000,-10.1000
4.9000,-5.0500,-0.1500
-3.3500,-4.0000,0.5000
4.9000,-3.9000,9.3000
-1.7500,2.0000,5.5500
23.2000,12.9000,15.8500
10.4000,19.3500,6.9000
-2.6000,5.4500,-1.1500
8.1500,-3.3500,10.3500
-32.4500,-3.4500,-18.6500
-4.6000,-14.0000,-9.2500
-1.6000,-13.9500,3.1000
11.1500,6.4500,7.8000
-1.3000,10.3000,-3.8000
27.6500,6.5000,17.3500
34.1000,48.9000,2.5500
22.8000,1.8500,23.5000
-13.1000,20.3500,-9.9500
-20.4000,-19.0000,-11.3500
12.2500,-7.4000,8.3000
17.5000,12.4000,13.4000
-12.3000,4.6500,-3.5500
6.1000,-1.5500,4.1000
-20.9000,4.5000,-21.3000
14.0500,-7.8000,0.5500
20.9000,5.4000,16.0500
5.4500,12.6500,8.8500
7.1500,-2.6000,18.6000
10.6500,21.7500,7.5000
5.0500,9.1500,3.4000
5.2500,5.3500,3.3000
-13.7500,-6.9000,-3.5500
0.6000,3.7000,-6.6500
-0.3000,-8.1500,1.2000
-18.8000,-2.7000,-14.9000
6.0500,-4.9500,-3.9000
-4.0500,-12.9000,4.9500
-28.5500,7.0000,-30.6000
12.3500,-29.9000,11.6500
-20.7000,17.5000,-26.5500
4.5500,-19.2000,-2.8000
6.1500,1.6500,1.7000
-21.3000,-1.5000,-18.1000
29.9500,-16.1500,28.0000
-7.2500,24.5000,-3.7500
-21.8500,2.1000,-27.7000
7.5500,-27.4500,7.3000
10.8000,9.8500,8.2500
-39.0500,6.6000,-37.4000
-6.7000,-41.4500,-2.6500
4.2000,-12.2000,13.7500
-42.2000,23.4500,-51.9000
24.6000,-53.0500,25.7500
11.1000,35.7500,1.1000
2.5500,6.5000,-2.8500
-17.5000,-8.0000,-12.3500
8.2000,-20.7500,16.6000
33.8500,20.8500,29.6000
8.4000,31.6000,6.4000
33.3500,6.2000,33.5500
-51.3500,36.5500,-54.3500
19.1000,-50.3000,15.0500
13.0000,22.1000,5.9500
6.2000,9.3000,2.8500
20.9500,7.5000,16.3000
-0.7500,7.6500,7.9000
-15.4500,7.1000,-14.6500
0.3500,-15.8000,1.5000
-12.0000,13.0500,-23.5500
-3.9000,-28.9000,1.4500
12.4500,3.1500,10.7500
19.4000,27.7000,2.4500
-9.0000,-2.0000,-4.5500
-9.3500,-13.4500,-0.4500
0.2000,-2.6000,2.3500
-26.0000,2.0000,-25.6500
-13.4500,-29.9500,-9.1500
12.0500,6.6500,-3.7500
-17.2500,-11.6000,-9.4000
-1.3000,-5.9000,-4.8000
25.0000,-3.1500,23.3500
5.1000,17.0500,11.4000
-9.3500,5.6500,-3.6000
-1.4000,1.3500,-6.3500
17.5500,-9.7000,20.9000
-0.9500,17.7500,2.2000
2.7000,9.9000,-5.0000
6.8500,-1.0000,2.8500
-4.2500,23.5500,-24.9500
11.4000,-23.5500,10.0000
24.9000,12.7500,22.1500
6.5000,22.9500,5.7000
-7.6000,2.3000,-4.2000
-8.3000,-4.2000,-8.3000
-11.8500,-12.8500,-7.3000
0.4000,-9.3500,2.4500
3.9000,5.6500,0.7000
6.7500,-9.0000,16.4500
-0.7500,16.8500,-1.1500
15.5000,0.5500,13.8000
3.7000,18.5500,-1.0500
-2.2000,1.7500,-5.0000
2.6000,-8.2000,5.8000
-10.6000,5.6000,-10.4000
-13.5500,-10.3500,-13.6000
-10.0000,-27.0000,3.4000
-12.1000,7.0500,-15.7500
-10.5000,-12.8000,-13.4500
-9.1500,-17.2000,-5.4000
5.3500,-2.8500,2.8000
21.5500,10.4500,13.9000
3.3000,12.9000,4.3000
-15.2500,0.5000,-11.4500
-16.7500,-15.1000,-13.1000
-2.6000,-8.9500,-6.7500
7.5500,-4.6000,5.4000
-10.3000,3.5500,-8.4500
-4.7000,-6.1500,-7.0000
7.9500,-4.4000,5.3500
13.1500,12.6000,5.9000
1.8500,6.3000,1.4500
5.3000,0.4000,6.3500
-5.8500,3.7500,-3.2500
13.8000,11.5500,-1.0000
-1.7000,-2.0000,-0.7000
10.4500,15.0000,-5.2500
4.6500,-2.7000,2.1000
-2.0000,-0.4500,0.5500
-13.3000,-3.5000,-9.2500
-5.4500,-12.2000,-2.5000
-18.9000,-5.3000,-16.1000
-7.8000,-12.9500,-10.9500
21.1000,-41.3500,51.5000
-7.2000,56.3500,-12.0500
41.0000,6.5000,22.4500
0.1500,26.6000,-4.0000
2.2500,-4.1000,2.3500
-12.1500,0.5000,-10.3000
1.5500,-0.2000,-8.5500
4.9500,-5.7500,2.1500
10.3500,4.5500,7.9500
-6.0500,10.0500,-8.1500
-17.0500,-8.1000,-17.1000
-9.0500,-21.0500,-5.1000
-9.4500,-5.1000,-9.4500
-13.3000,-9.5000,-13.2500
5.3000,-9.3000,1.3500
0.2500,3.2000,-1.6000
5.6500,-1.3000,5.3500
21.6000,13.5000,13.4500
2.0000,10.6500,4.8000
3.6500,5.9500,2.5000
0.3500,4.0000,-1.1500
-3.0500,1.2500,-5.4500
-11.2000,-3.2500,-13.4000
-6.8500,-12.0500,-8.2000
7.2000,-8.8000,7.8000
-5.0000,-2.1500,4.9500
-1.0000,0.2500,3.7000
-22.9000,-3.7500,-15.4500
1.9000,-13.9500,0.4000
-10.1000,3.4000,-13.1000
-11.8000,-19.5000,-5.4000
10.7500,8.7500,-3.4000
-8.3500,-9.2000,-2.5500
0.8500,-10.0500,8.3500
-6.4500,6.8500,-4.9500
-2.5500,-2.3000,-5.2000
-1.3500,2.6000,-9.1500
6.2000,-7.1000,4.1500
-14.8000,8.1000,-18.7500
10.9500,-17.8500,10.0500
-11.7500,8.3500,-10.0500
13.9000,-5.2500,9.1000
-8.8500,7.5000,-7.2500
1.7000,-9.6000,4.0500
-0.7000,3.4500,-0.1000
-6.8500,-2.1000,-4.8500
5.1000,-3.7000,3.9500
0.2000,2.0500,2.1000
-1.3000,5.2000,-4.4000
-1.4000,-4.3000,-1.5000
-6.3500,4.1500,-12.0000
2.7000,-12.1500,2.8500
11.9000,3.9500,10.8000
-6.4000,12.8000,-8.4000
15.3000,-6.8000,13.7000
42.3500,16.0000,40.0500
21.1000,38.1500,23.0000
-10.8000,25.9500,-13.7500
-3.7000,-16.9500,-0.5000
6.4500,1.9500,4.0000
8.4000,1.6500,10.7500
7.7500,13.4500,5.0500
6.4500,9.9500,1.5500
1.9000,1.5500,1.9000
-18.8000,2.0500,-18.9500
1.0000,-17.9000,-0.0500
17.3500,5.3500,11.9500
-25.6500,-20.0000,6.3000
12.4500,9.9500,8.8000
7.2500,10.9000,5.1500
19.2000,7.9000,16.4500
17.6500,19.1500,14.9500
8.3000,20.2000,3.0500
17.1500,5.1500,15.0500
-6.5000,12.5000,-3.9500
-5.3000,-6.1500,-3.1000
-0.8500,-3.3000,-0.6500
17.0500,2.6500,13.7500
5.0500,17.8500,0.9500
-13.8500,-3.7500,-9.1500
-5.1500,-9.1500,-5.1500
-8.6000,-9.1500,-4.6000
18.0000,-3.3500,16.7500
-0.1000,24.8000,-8.1500
7.7000,-8.6500,8.2000
-3.3500,3.6000,1.2500
-18.0500,4.6500,-21.4500
-0.3000,-21.1500,-0.6000
-6.1000,0.4000,-7.1000
-6.1500,-5.0000,-8.2500
-6.8000,-3.5500,-11.5000
13.8500,-13.9500,16.3000
14.8500,14.5500,16.6000
-2.0500,16.7500,-2.2000
-1.2500,-2.5500,-0.9000
